EFRWT	CDT
AMWR	VB
HIH	AUX
LJWS	VB
M	IN
MINIAPWLIS	NNP
L	IN
FIQAGW	NNP
yyCM	yyCM
W	CC
MMN	IN
HIA	PRP
L	IN
NIW	NNP
yyDASH	yyDASH
IWRQ	NNP
yyDOT	yyDOT

FM	RB
HIH	AUX
AMWR	VB
LHIPGF	VB
EM	IN
AFTW	NN
yyCM	yyCM
F	REL
EFTH	VB
B	IN
BWSJWN	NNP
yyDOT	yyDOT

BNI	NNT
H	H
ZWG	NN
GRWSBWRD	NNP
TWKNNW	NNP
LFWB	VB
HIWM	RB
AXRI	IN
yyDASH	yyDASH
H	H
CHRIIM	NN
L	IN
IFRAL	NNP
yyDOT	yyDOT

DBR	NNT
MWTW	NN
FL	POS
GRWSBWRD	NNP
NWDE	VB
RQ	MOD
ATMWL	RB
B	IN
H	H
CHRIIM	NN
L	IN
RFWT	NNT
FDWT	NNT
H	H
TEWPH	NN
yyDOT	yyDOT

H	H
GWRMIM	NN
yyCM	yyCM
F	REL
JIPLW	VB
B	IN
H	H
DBR	NN
B	IN
H	H
ARC	NN
yyCM	yyCM
LA	RB
QIFRW	VB
AT	AT
FMW	NN
EM	IN
TPQIDW	NN
yyDOT	yyDOT

MFJRT	NNT
MINIAPWLIS	NNP
MCAH	VB
B	IN
MKWNITW	NN
AT	AT
MZWWDWTIW	NNP
EM	IN
TGI	NNT
H	H
ZIHWI	NN
yyDOT	yyDOT

H	H
MFJRH	NN
DIWWXH	VB
L	IN
MXLQT	NNT
H	H
MDINH	NN
H	H
AMRIQAIT	JJ
yyCM	yyCM
F	REL
HEBIRH	VB
AT	AT
H	H
MIDE	NN
L	IN
H	H
QWNSWLIH	NN
H	H
IFRALIT	JJ
B	IN
FIQAGW	NNP
yyCM	yyCM
H	REL
MJPLT	VB
B	IN
AZWR	NNT
MINIAPWLIS	NNP
yyDOT	yyDOT

H	H
QWNSWLIH	NN
B	IN
FIQAGW	NNP
HBRIQH	VB
L	IN
IRWFLIM	NNP
yyDOT	yyDOT

M	IN
MFRD	NNT
H	H
XWC	NN
B	IN
IRWFLIM	NNP
NFLX	yyELPS
FLIX	NNT
LHWDIE	yyELPS
EL	IN
DBR	NNT
H	H
MWWT	NN
L	IN
BNI	NNT
H	H
MFPXH	NN
yyCM	yyCM
AWLM	CC
LA	RB
HIH	VB
AIF	NN
B	IN
DIRTW	NN
yyDOT	yyDOT

RQ	MOD
AXR	IN
yyDASH	yyDASH
KK	PRP
NMCA	VB
KRJIS	NNT
BIQWR	NN
yyCM	yyCM
W	CC
B	IN
HWA	PRP
FMW	NN
W	CC
TWARW	NN
FL	POS
GRWSBWRD	NNP
K	IN
MNHL	NNT
MPEL	NN
PRJI	JJ
yyDOT	yyDOT

ANFI	NNT
MFRD	NNT
H	H
XWC	NN
HTQFRW	VB
ATMWL	RB
L	IN
H	H
MPEL	NN
yyCM	yyCM
W	CC
RQ	MOD
AZ	RB
HTBRR	VB
KI	COM
MDWBR	VB
B	IN
IWUR	NNT
RFWT	NNT
FDWT	NNT
H	H
TEWPH	NN
yyDOT	yyDOT

GRWSBWRD	NNP
yyCM	yyCM
BN	NNP
95	yyLRB
B	IN
MWTW	NN
yyCM	yyCM
HFAIR	VB
AXRI	IN
HWA	PRP
AM	NN
yyCM	yyCM
AXWT	NNP
yyCM	yyCM
REIH	NNP
yyCM	yyCM
BN	NNP
W	CC
FTI	CDT
BNWT	NN
yyDOT	yyDOT

EDIIN	RB
LA	RB
NQBE	VB
MWED	NN
L	IN
HLWWIITW	NN
yyDOT	yyDOT

MRKZ	NNT
H	H
MIDE	NN
L	IN
ZKWIWT	NNT
H	H
ADM	NN
B	IN
H	H
FJXIM	NN
yyCM	yyCM
yyQUOT	yyQUOT
BCLM	NNP
yyQUOT	yyQUOT
yyCM	yyCM
MPRSM	COM
M	IN
PEM	RB
L	IN
PEM	RB
DPI	JJT
MIDE	NN
W	CC
B	IN
HM	PRP
PRJIM	NN
EL	IN
H	H
NEFH	NN
B	IN
H	H
FJXIM	NN
B	IN
TXWMIM	NN
FWNIM	JJ
yyDOT	yyDOT

H	H
SGNWN	NN
ENIINI	JJ
MAWD	MOD
yyCM	yyCM
B	IN
DRK	NNT
KLL	NN
IF	VB
B	IN
HWA	PRP
NGIEH	VB
L	IN
ENIINI	NNT
XWQ	NN
yyDOT	yyDOT

yyQUOT	yyQUOT
BCLM	ZVL
yyQUOT	yyQUOT
NWHG	yyELPS
LHPIC	yyELPS
AT	AT
DPI	yyELPS
H	H
MIDE	yyELPS
FL	POS
HWA	AGR
BIN	IN
BELI	NNT
ENIIN	NN
FWNIM	JJ
yyCM	yyCM
XLQM	NN
BELI	NNT
MFRWT	NN
B	IN
MERKT	NNT
H	H
MFPJ	NN
yyDOT	yyDOT

B	IN
IMIM	NN
ALH	JJ
HTQBL	VB
B	IN
MFRDI	NNT
H	H
ARGWN	NN
MKTB	NN
M	IN
MFRD	NNT
H	H
MFPJIM	NN
yyCM	yyCM
EL	IN
NIIR	NN
RFMI	JJ
yyCM	yyCM
W	CC
ZH	PRP
LFWNW	AUX
yyCLN	yyCLN
yyQUOT	yyQUOT
H	H
NDWN	NN
H	H
XWBRT	NN
FL	POS
ATM	PRP
yyDOT	yyDOT

RCUB	NNP
MWXZR	VB
ALI	IN
ATM	PRP
H	H
XWMR	NN
F	REL
NFLX	VB
AL	IN
ANI	PRP
yyDOT	yyDOT

KMWT	IN
HWA	PRP
ATM	PRP
FWLXIM	VB
AL	IN
ANI	PRP
MDI	MOD
PEM	RB
W	CC
HWA	AGR
NZRQ	ZVL
IFR	yyELPS
L	IN
H	HAM
PX	JJT
yyDOT	yyDOT

ABQF	VB
AT	AT
ATM	PRP
LFLWX	VB
AL	IN
ANI	PRP
XWMR	NN
ZH	JJ
yyDOT	yyDOT

MEN	JJT
EBWDTI	yyELPS
MIWED	yyELPS
L	IN
QBLT	yyELPS
XWMR	NN
EBWDH	yyELPS
BLBD	MOD
yyQUOT	yyQUOT
yyDOT	yyDOT

EL	IN
H	H
XTWM	JJ
NGH	POS
ENTBI	NNP
yyCM	yyCM
H	REL
MMWNH	VB
EL	IN
NWSX	NNT
H	H
XWQ	NN
W	CC
RFWMWT	NN
yyDOT	yyDOT

W	CC
L	IN
MI	QW
F	REL
ISPR	VB
PEM	RB
AT	AT
SIPWRH	NN
FL	POS
FGRT	NNT
H	H
XIIM	NN
B	IN
H	H
IMIM	NN
H	H
MJWRPIM	JJ
H	H
ALH	JJ
yyCM	yyCM
HNH	RB
HERT	VB
FWLIIM	NN
yyDOT	yyDOT

EL	IN
XFBWNWT	NNT
H	H
MIM	NN
F	COM
EIRIIT	NNT
IRWFLIM	NNP
FLXH	CC
B	IN
IMIM	NN
ALH	JJ
L	IN
H	H
TWFBIM	NN
HWDPSH	VB
HNXIH	RBR
B	IN
ZW	PRP
H	H
LFWN	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
AM	IN
IF	VB
L	IN
ATH	PRP
MIKL	NNP
MIM	NN
EL	IN
GG	NNT
H	H
BIT	NN
yyCM	yyCM
ANA	VB
DAG	RB
L	IN
NEILT	NNT
H	H
KNISH	NN
AL	IN
H	H
GG	NN
yyCM	yyCM
KDI	IN
LMNWE	VB
M	IN
ANFIM	NN
ZRIM	JJ
LZHM	VB
AW	CC
LHREIL	VB
AT	AT
MI	QW
H	ZVL
FTIIH	yyELPS
yyQUOT	yyQUOT
yyDOT	yyDOT

H	H
STIW	NN
AT	AT
ANXNW	PRP
yyDOT	yyDOT

H	H
ELIM	NN
MZHIBIM	VB
yyDOT	yyDOT

QCH	NN
FL	POS
FNH	NN
NWSPT	JJ
NRAH	VB
BMEWRPL	VB
B	IN
H	H
AWPQ	NN
yyCM	yyCM
W	CC
EDIIN	RB
LA	RB
ZKIT	VB
B	IN
MENQ	NNT
yyQUOT	yyQUOT
GAWNWT	NNP
yyQUOT	yyQUOT
FL	POS
QRN	NNT
MQARTWR	NNP
yyDOT	yyDOT

GM	MOD
ANI	PRP
LA	RB
yyDOT	yyDOT

PRSWM	NNT
RFIMT	NNT
H	H
ZWKIM	NN
HFNH	RB
yyCM	yyCM
KMW	IN
TMID	RB
yyCM	yyCM
DI	RB
B	IN
HWA	PRP
KDI	IN
LGRWM	VB
L	IN
SWPRIM	NN
yyCM	yyCM
L	IN
AMNIM	NN
yyCM	yyCM
L	IN
AQDMAIM	NNP
W	CC
L	IN
PEILIM	NN
B	IN
MSGRWT	NN
FWNWT	JJ
B	IN
RXBI	NNT
ARCWT	NNT
H	H
BRIT	NN
KWLH	PRP
LCPWT	VB
L	IN
RFIMT	NNT
H	H
FNH	NN
H	H
BAH	JJ
yyCM	yyCM
KF	IN
B	IN
LBM	NN
MQNNT	VB
H	H
TQWWH	NN
F	REL
AWLI	RB
GM	RB
HM	PRP
IIKLLW	VB
B	IN
HIA	PRP
yyDOT	yyDOT

AXRI	IN
K	IN
KLWT	NNT
HKL	NN
yyCM	yyCM
63	yyELPS
H	H
ZWKIM	yyELPS
AM	HAM
LFPWJ	yyELPS
EL	IN
PI	yyELPS
H	H
KTWB	yyELPS
ELI	IN
HM	AGR
B	ZVL
H	ZVL
EITWNWT	yyELPS
AINM	RB
NRAIM	yyELPS
MIWXDIM	JJ
KL	DT
KK	RB
yyDOT	yyDOT

ABL	CC
KMWBN	RB
yyCM	yyCM
LAXR	IN
BDIQH	NN
QPDNIT	JJ
yyCM	yyCM
MTBRR	VB
F	COM
ZH	MOD
BDIWQ	MOD
MH	QW
F	REL
HM	PRP
MIWXDIM	JJ
yyDOT	yyDOT

QXW	VB
LMFL	RB
AT	AT
MRIH	NNP
WARALH	NNP
yyDOT	yyDOT

BTXILH	RB
HIA	PRP
MCJIIRT	yyELPS
KMW	yyELPS
KL	DT
MARGNT	yyELPS
QHILTIT	JJT
AXRT	JJ
yyDOT	yyDOT

ABL	CC
B	IN
MBJ	yyELPS
M	ZVL
QRWB	JJ
MTBRR	HAM
F	COM
HIA	AGR
NMNTH	ZVL
EM	yyELPS
MQIMI	JJT
GNADAS	JJT
DL	JJT
WAIH	JJT
yyCM	yyCM
QWAWPRJIB	VB
L	IN
GIDWL	NN
KBFIM	JJ
W	CC
L	IN
ARIGH	NN
B	IN
LWS	NNP
AWXWS	NNP
yyCM	yyCM
NIW	NNP
yyDASH	yyDASH
MQSIQW	NNP
yyDOT	yyDOT

HAM	HAM
ATM	PRP
IKWLIM	VB
LHTELWT	VB
EL	IN
KK	PRP
yyQM	yyQM

W	CC
IFNM	yyELPS
GM	MOD
H	HAM
ZWKIM	yyELPS
H	H
MIWXDIM	yyELPS
B	IN
H	HAM
MWBN	JJ
H	HAM
IWTR	RBR
FNWI	yyELPS
B	IN
MXLWQT	NN
FL	POS
H	H
MLH	NN
yyDOT	yyDOT

LMRWT	IN
F	COM
MENQI	VB
QRN	NNT
MQARTWR	JJT
NWEDW	VB
LFXRR	yyELPS
AT	AT
H	ZVL
MWKFRIM	yyELPS
M	IN
NJL	yyELPS
H	H
HFTKRWT	yyELPS
L	IN
MXIITM	AGR
yyCM	yyELPS
KMH	WDT
MENQIM	yyELPS
MGIEIM	VB
TMID	yyELPS
L	IN
ANFIM	yyELPS
F	REL
AINM	yyELPS
BDIWQ	MOD
NABQIM	yyELPS
KDI	IN
LZKWT	VB
B	IN
HKRH	NN
W	CC
B	IN
XWPF	NNT
ICIRH	NN
yyLRB	yyLRB
H	H
DWGMH	NN
H	H
EIQRIT	JJ
FL	POS
H	H
FNH	NN
HIA	AGR
SWZN	CD
ZWNJG	NN
yyRRB	yyRRB
yyDOT	yyDOT

AM	IN
B	IN
KL	DT
ZAT	PRP
ATM	PRP
RWCIM	VB
SBSWD	NN
L	IN
MXFBWTIKM	NN
W	CC
L	IN
MEFIKM	NN
yyCM	yyCM
ELI	IN
ATM	PRP
LHFIG	VB
AWT	AT
HWA	PRP
B	IN
H	H
DRK	NN
H	H
MIWFNT	JJ
yyCLN	yyCLN
LPNWT	VB
L	IN
H	H
QRN	NN
yyCM	yyCM
W	CC
LFKNE	VB
ANFIM	NN
BELI	NNT
KSP	NN
F	REL
ATM	PRP
ZKAIM	VB
L	IN
XLQ	NN
MMN	IN
HWA	PRP
yyDOT	yyDOT

LHLN	RB
KMH	DT
ECWT	NN
yyDOT	yyDOT

ECH	CDT
MSPR	DT
1	yyELPS
yyCLN	yyCLN
HCJRPW	VB
L	IN
GWPIM	NN
yyDOT	yyDOT

KMEJ	MOD
AP	DT
AXD	CD
M	IN
FBEH	CD
MILIARDI	CDT
H	ZVL
DWLRIM	yyELPS
F	REL
QRNWT	yyELPS
AMRIQAIWT	JJ
MXLQWT	HAM
MDI	MOD
FNH	yyELPS
AINW	RB
MIWED	yyELPS
L	IN
IXIDIM	JJ
yyDOT	yyDOT

ZW	PRP
AXT	yyELPS
H	H
SIBWT	yyELPS
L	IN
KK	yyELPS
F	REL
MENQI	JJT
MQARTWR	JJT
MBWQFIM	yyELPS
KL	DT
KK	RB
yyDOT	yyDOT

B	IN
DRK	NNT
KLL	NN
MWPNH	JJT
H	H
KSP	NN
L	IN
QWLGIM	NNP
yyCM	yyCM
L	IN
MKWNI	VB
MXQR	yyELPS
yyCM	yyCM
yyLRB	yyLRB
KWLL	yyEXCL
CWWTWT	JJT
XFIBH	JJT
yyRRB	yyRRB
yyCM	yyCM
L	IN
QBWCWT	NN
L	IN
FIRWT	NNT
QHILTI	CD
yyCM	yyCM
L	IN
MWZIAWNIM	PRP
yyCM	yyCM
L	IN
SPRIWT	NN
W	CC
L	IN
ARGWNIM	NN
AXRIM	JJ
FLA	MOD
L	IN
MJRWT	NNT
RWWX	NN
yyDOT	yyDOT

MFWM	IN
KK	PRP
yyCM	yyCM
RAFIT	NNT
KL	DT
ELI	IN
ATH	PRP
LXFWB	VB
EL	IN
QBLT	NNT
TPQID	NN
XFWB	JJ
B	IN
AXD	CD
M	IN
MAWT	CDT
H	H
GWPIM	NN
HLLW	JJ
yyDOT	yyDOT

AZ	RB
TWKL	VB
LTWR	VB
AXR	IN
KSP	NN
B	IN
AWRX	NN
ECMAI	JJ
PXWT	RBR
AW	CC
IWTR	RBR
yyCM	yyCM
APILW	RB
LIISD	VB
BMFK	IN
H	H
ZMN	NN
MKWN	NN
M	IN
FL	POS
ATH	PRP
BMSGRT	IN
H	H
MKWN	NNT
NWTN	VB
H	ZVL
XSWT	yyELPS
yyCM	yyCM
LMRWT	yyELPS
F	REL
NWTN	yyELPS
H	H
XSWT	yyELPS
FL	ZVL
ATH	PRP
IRCH	yyELPS
AXWZ	NNT
FMN	yyELPS
M	IN
H	HAM
MENQ	JJT
KDI	IN
LKSWT	HAM
yyQUOT	yyQUOT
HWCAWT	yyELPS
QBWEWT	yyELPS
yyQUOT	yyQUOT
yyDOT	yyDOT

AM	IN
ATH	PRP
MEDIP	VB
LPEWL	VB
BLI	IN
AIF	NNT
BINIIM	NN
yyCM	yyCM
ATH	PRP
IKWL	VB
LHQIM	VB
ARGWN	NN
M	IN
FL	POS
ATH	PRP
FLA	RB
L	IN
MJRWT	NNT
RWWX	NN
yyDOT	yyDOT

KK	PRP
NHG	VB
AIL	NNT
H	H
HWN	NN
BEL	NNT
H	H
MWDEWT	NN
H	H
XBRTIT	JJ
JD	NNP
JRNR	NNP
yyCM	yyCM
KAFR	IN
MIMN	VB
AT	AT
yyQUOT	yyQUOT
H	H
HTAXDWT	NN
L	IN
EWLM	NN
JWB	JJ
IWTR	RBR
yyQUOT	yyQUOT
yyCM	yyCM
H	REL
MBQFT	VB
MENQIM	RB
M	IN
QRNWT	NN
KDI	IN
LHPIQ	VB
SRJI	NNT
JLWWIZIH	NN
DWQWMNJRIIM	JJ
yyDOT	yyDOT

LPEMIM	RB
yyCM	yyCM
AXRI	IN
F	COM
QIBL	VB
MIMWN	NNT
PJWR	yyELPS
M	IN
MS	yyELPS
BAMCEWT	IN
H	HAM
HTAXDWT	yyELPS
FL	POS
HWA	AGR
FLA	yyELPS
L	IN
MJRWT	yyELPS
RWWX	NN
MQRIN	yyELPS
JRNR	NNP
AT	AT
H	H
SRJIM	NN
H	H
DWQWMNJRIIM	JJ
B	IN
RFT	NNT
H	H
JLWWIZIH	NN
FL	POS
HWA	PRP
H	REL
QIIMT	VB
BHXLJ	RB
KDI	IN
LFAT	VB
RWWXIM	NN
W	CC
B	IN
RFTWT	NN
AXRWT	JJ
KMW	IN
HIA	PRP
yyDOT	yyDOT

ABL	CC
AL	IN
TJRXW	NN
LDWWX	VB
L	IN
H	H
FLJWNWT	NN
H	H
MQWMIIM	JJ
yyDOT	yyDOT

H	H
GBWL	NN
BIN	IN
yyQUOT	yyQUOT
F	NN
LA	MOD
L	IN
MJRWT	NNT
RWWX	NN
yyQUOT	yyQUOT
W	CC
BIN	MOD
yyQUOT	yyQUOT
L	IN
MJRWT	NNT
RWWX	NN
yyQUOT	yyQUOT
MJWFJF	NN
MAWD	MOD
yyCM	yyCM
W	CC
B	IN
DRK	NNT
KLL	NNT
HKL	NN
XWQI	JJ
LMHDRIN	RBR
yyDOT	yyDOT

H	H
DWGMH	NN
H	H
IDWEH	JJ
BIWTR	MOD
L	IN
FMCH	NN
M	IN
H	H
TQWPH	NN
H	H
AXRWNH	JJ
HIA	AGR
H	H
FIMWF	NN
B	IN
KSPI	NNT
QRN	NNT
GANJ	JJT
L	IN
RKIFT	yyELPS
ALPI	CDT
EWTQIM	yyELPS
FL	POS
H	REL
AWJWBIWGRPIH	yyELPS
FL	POS
IWUR	yyELPS
GANJ	JJT
LFEBR	yyELPS
yyCM	yyCM
ALAN	yyELPS
NWIHARJ	JJT
yyDOT	yyDOT

H	H
DBR	NN
SIIE	REL
LHKNIS	VB
AT	AT
H	H
SPR	NN
L	IN
RFIMT	NNT
RBI	NN
yyDASH	yyDASH
H	H
MKR	NN
FL	POS
yyQUOT	yyQUOT
NIW	NNP
IWRQ	NNP
JIIMS	NNP
yyQUOT	yyQUOT
yyCM	yyCM
MEMD	NN
F	REL
B	IN
DRK	NNT
KLL	NN
GWRR	VB
BEQBWT	IN
HWA	PRP
MKIRT	NNT
EFRWT	CDT
ALPI	CDT
EWTQIM	NN
NWSPIM	JJ
yyDOT	yyDOT

ECH	VB
MSPR	DT
2	CD
yyDOT	yyDOT

LK	VB
LHIWT	VB
ZMR	yyELPS
AWPRH	yyELPS
AW	CC
BIWLWG	JJT
MWLQWLRI	NN
yyDOT	yyDOT

B	IN
H	H
SPR	NN
yyQUOT	yyQUOT
CDQH	yyELPS
MTXILH	VB
M	ZVL
BIT	WDT
yyQUOT	yyQUOT
HTLWNNH	yyELPS
TRZH	yyELPS
AWDNDL	JJT
EL	IN
MXZWRIWT	JJT
H	H
PILNJRWPIH	NN
yyDOT	yyDOT

XLQ	NN
NKBD	yyELPS
M	ZVL
TRWMWTIHN	JJT
FL	POS
QRNWT	yyELPS
yyLRB	yyLRB
W	yyEXCL
FL	POS
XBRWT	yyELPS
W	CC
ANFIM	yyELPS
EFIRIM	WDT
yyRRB	yyRRB
MGIE	yyELPS
LBSWP	yyELPS
L	IN
NQWDT	yyELPS
H	H
HTXLH	yyELPS
FL	POS
HN	AGR
yyCLN	yyELPS
L	IN
H	HAM
DRGIM	yyELPS
H	H
ELIWNIM	JJT
FL	POS
H	REL
XBRH	yyELPS
yyCM	yyCM
L	yyELPS
MWZIAWNIM	yyELPS
yyCM	yyCM
L	yyELPS
AWLMWT	NNT
QWNCRJIM	yyELPS
W	CC
L	yyELPS
TIAJRAWT	JJT
QHILTIIM	yyELPS
yyCM	yyCM
F	COM
SWG	NNT
H	H
ANFIM	NN
H	REL
IKWL	VB
LHRFWT	VB
L	IN
ECMW	PRP
LTRWM	yyELPS
TRWMWT	yyELPS
CDQH	yyELPS
HWA	AGR
H	ZVL
MNHL	yyELPS
AWT	AT
HM	AGR
W	ZVL
PWQD	yyELPS
AWT	AT
HM	AGR
yyDOT	yyDOT

51	CD
O	NN
M	IN
KSPI	NNT
H	H
QRNWT	NNT
MWPNIM	yyELPS
L	IN
PEILWIWT	yyELPS
TRBWTIWT	yyELPS
yyDOT	yyDOT

L	IN
DET	NNT
ANFIM	NN
H	H
EFWIIM	JJ
LXFWB	VB
EL	IN
QDIMWIWT	JJT
XBRTIWT	JJT
NACLWT	JJT
IWTR	RBR
MAFR	yyELPS
HQMT	NNT
SBIBH	yyELPS
TWMKT	yyELPS
L	IN
AWPRH	yyELPS
yyCM	yyCM
ZH	AGR
FIEWR	NN
GBWH	JJ
MAWD	MOD
yyDOT	yyDOT

L	IN
MRBH	DT
H	H
MZL	NN
yyCM	yyCM
K	IN
FLIF	NN
M	IN
H	H
KSP	NN
MWEBR	VB
L	IN
PRWIQJIM	NN
F	COM
H	H
TWELT	NN
B	IN
HM	PRP
QWNQRJIT	JJ
IWTR	RBR
yyCM	yyCM
KGWN	IN
FIRWTI	NNT
BRIAWT	NN
AW	CC
MXQRIM	NN
B	IN
TXWMI	NNT
H	H
RPWAH	NN
AW	CC
MDEI	NNT
H	H
JBE	NN
yyDOT	yyDOT

QCT	ZVL
IWTR	RBR
M	IN
FLIF	NN
MWFQE	JJ
B	IN
FJX	NNT
H	H
HPQR	NN
H	H
GDWL	JJ
F	REL
B	IN
HWA	PRP
MTXRIM	VB
EL	IN
TFWMT	NNT
H	H
LB	NN
REIWNWT	NN
W	CC
TWKNIWT	NN
B	IN
MDEI	NNT
H	H
XBRH	NN
W	CC
B	IN
TXWM	NNT
H	H
MDINIWT	NN
H	H
CIBWRIT	JJ
yyDOT	yyDOT

B	IN
TWKKI	DT
AZWR	NN
ZH	JJ
yyCM	yyCM
F	REL
BIRTW	VB
HIA	AGR
WAFINGJWN	NNP
yyCM	yyCM
H	H
ECWT	NN
H	H
BAWT	JJ
HN	AGR
H	H
IFIMWT	JJ
BIWTR	MOD
yyDOT	yyDOT

ECH	VB
MSPR	DT
3	CD
yyDOT	yyDOT

HIIH	NNP
MWDE	VB
L	IN
H	H
HFLKWT	NN
H	H
MRWBWT	JJ
FL	POS
EBWDTK	NNP
yyDOT	yyDOT

yyQUOT	yyQUOT
ATH	PRP
MTBWNN	VB
B	IN
NWFA	NN
F	REL
IHIH	AUX
BEL	NNT
ERK	NN
LGIJIMI	JJ
L	IN
MXQR	NN
yyCM	yyCM
W	CC
B	IN
HWA	PRP
B	IN
H	H
ZMN	NN
IKBWF	VB
AT	AT
DMIWNW	NN
FL	POS
PQID	NNT
H	H
TWKNIT	NN
yyQUOT	yyQUOT
yyCM	yyCM
AWMR	VB
WWRN	NNP
MILR	NNP
yyCM	yyCM
AIF	NNT
MDEI	NNT
H	H
MDINH	NN
B	IN
AWNIBRSIJT	NNT
ARIZWNH	NNP
yyDOT	yyDOT

BMFK	IN
EFRWT	CDT
FNIM	NN
FIMF	yyELPS
MILR	JJT
MGIIS	JJT
MENQIM	yyELPS
MRKZI	NNT
L	IN
PRWIQJ	yyELPS
XQR	VB
H	ZVL
BXIRWT	yyELPS
H	H
ARCIWT	yyELPS
yyCM	yyCM
MXQR	yyELPS
EL	IN
HTNHGWT	yyELPS
MCBIEIM	yyELPS
F	REL
BEQBWT	yyELPS
HWA	AGR
NKTB	yyELPS
B	ZVL
1960	JJT
H	REL
XIBWR	yyELPS
H	H
QLASI	WDT
yyQUOT	yyQUOT
H	ZVL
MCBIE	yyELPS
H	ZVL
AMRIQAI	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

MAZ	RB
HMFIK	yyELPS
B	IN
H	HAM
MXQR	yyELPS
W	CC
HGDIL	yyELPS
AT	AT
MAGR	yyELPS
H	H
NTWNIM	yyELPS
FL	POS
HWA	AGR
yyDOT	yyDOT

ECH	VB
MSPR	DT
4	CD
yyDOT	yyDOT

TBJIX	QW
LHCIL	VB
AT	AT
H	H
EWLM	NN
yyDOT	yyDOT

EL	IN
PI	NNT
KL	DT
H	H
DIWWXIM	NN
XLH	VB
B	IN
H	H
EFWRIM	NN
H	H
AXRWNIM	JJ
IRIDH	NN
TLWLH	JJ
B	IN
H	H
TMIKH	NN
B	IN
EBWDWT	NNT
MXQR	NN
B	IN
MDEI	NNT
H	H
XBRH	NN
F	REL
AIN	VB
L	IN
HN	PRP
IIFWM	NNT
MEFI	NNT
MIDI	NNP
yyDOT	yyDOT

MILR	NNP
ZWKR	VB
F	COM
B	IN
FNWT	NNT
H	H
05	CD
W	CC
H	H
06	JJ
HWA	PRP
IKWL	VB
HIH	AUX
LHSTMK	VB
EL	IN
SIWE	NN
M	IN
QRNWT	NNT
PWRD	NNP
W	CC
RWQPLR	NNP
yyDOT	yyDOT

NISIWNW	ZVL
H	H
AXRWN	NN
FL	POS
MILR	NNP
LHFIG	VB
KSPIM	NN
M	IN
QRN	NN
PWRD	JJ
HIH	AUX
B	IN
TXILT	NNT
FNWT	NNT
H	H
07	CD
yyDOT	yyDOT

AZ	RB
HWA	PRP
GILH	VB
ENIIN	NN
B	IN
H	H
GWRMIM	NN
H	H
MFPIEIM	JJ
EL	IN
FIEWR	NNT
H	H
MCBIEIM	NN
yyCM	yyCM
W	CC
PQID	NNT
H	H
TWKNIT	NN
GILH	VB
ENIIN	NN
B	IN
FIEWR	NNT
H	H
MCBIEIM	NN
H	H
NMWK	JJ
BQRB	IN
BNI	NNT
MIEWJIM	NN
yyDOT	yyDOT

NRAH	VB
HIH	VB
F	COM
ZH	PRP
ZIWWG	NN
JWB	JJ
yyDOT	yyDOT

MILR	NNP
HDGIF	VB
F	COM
IED	yyELPS
H	H
MXQR	yyELPS
IHIH	AUX
AITWR	ZVL
MXSWMIM	yyELPS
H	H
MWNEIM	yyELPS
M	IN
BNI	NNT
MIEWJIM	NN
LHCBIE	VB
yyCM	yyCM
DBR	NN
F	REL
L	IN
DETW	NN
EFWI	JJ
HIH	AUX
LHIWT	VB
CED	NN
RAFWN	JJ
LQRAT	IN
HELAT	NNT
FIEWR	NNT
H	H
HCBEH	NN
yyDOT	yyDOT

AK	CC
ZH	PRP
LA	RB
HIH	AUX
MSPIQ	MOD
JWB	JJ
L	IN
H	H
QRN	NN
yyDOT	yyDOT

QRN	NNT
PWRD	JJT
RCTH	yyELPS
LHIWT	VB
BJWXH	yyELPS
F	REL
H	REL
MXQR	yyELPS
IGDIR	JJT
BMPWRF	RB
AT	AT
H	H
DRKIM	NN
L	IN
HELAT	NNT
FIEWR	NNT
H	H
MCBIEIM	NN
BQRB	IN
MIEWJIM	NN
yyDOT	yyDOT

MILR	NNP
LA	RB
IKWL	VB
HIH	AUX
LHBJIX	VB
ZAT	JJ
B	IN
MCPWN	NNP
NQI	yyRRB
yyDOT	yyDOT

MAZ	RB
7791	yyELPS
MWMN	JJT
PRWIQJ	yyELPS
XQR	VB
H	ZVL
BXIRWT	yyELPS
H	H
ARCIWT	yyELPS
EL	IN
yyDASH	yyDASH
IDI	NNT
QRN	NNT
H	H
MDE	NN
H	H
ARCIT	JJ
yyCM	yyCM
H	H
TWMKT	NN
H	H
GDWLH	JJ
BIWTR	MOD
B	IN
MDEI	NNT
XBRH	NN
BSISIIM	JJ
yyDOT	yyDOT

ECH	VB
MSPR	DT
5	CD
yyDOT	yyDOT

HIIH	NNP
QJLIZJWR	VB
L	IN
FINWI	NN
yyDOT	yyDOT

IF	VB
ANFIM	yyELPS
H	H
MTQFIM	JJT
LHBJIX	VB
B	ZVL
PRCWP	yyELPS
PWQR	JJT
F	COM
HM	AGR
ICIEW	ZVL
PTRWN	NN
L	IN
BEIH	NN
XBRTIT	JJ
MRKZIT	JJ
yyDOT	yyDOT

L	IN
ANFIM	NN
ALH	JJ
MWMLC	REL
