EFRWT	CDT
yyDOT	yyDOT

GRWSBWRD	NNP
yyCM	yyCM
BN	NNT
95	CD
B	IN
MWTW	NN
yyCM	yyCM
HFAIR	NNP
AXRI	IN
HWA	PRP
AM	NN
yyCM	yyCM
AXWT	NNP
yyCM	yyCM
REIH	NNP
yyCM	yyCM
BN	NNP
W	CC
FTI	CDT
BNWT	NN
yyDOT	yyDOT

EDIIN	RB
LA	RB
NQBE	VB
MWED	NN
L	IN
HLWWIITW	NN
yyDOT	yyDOT

MRKZ	NNT
H	H
MIDE	NN
L	IN
ZKWIWT	NNT
H	H
ADM	NN
B	IN
H	H
FJXIM	NN
yyCM	yyCM
yyQUOT	yyQUOT
BCLM	NNP
yyQUOT	yyQUOT
yyCM	yyCM
MPRSM	VB
M	IN
PEM	NN
L	IN
PEM	NN
DPI	NNT
MIDE	NN
W	CC
B	IN
HM	PRP
PRJIM	NN
EL	IN
H	H
NEFH	NN
B	IN
H	H
FJXIM	NN
B	IN
TXWMIM	NN
FWNIM	JJ
yyDOT	yyDOT

H	H
SGNWN	NN
ENIINI	JJ
MAWD	MOD
yyCM	yyCM
B	IN
DRK	NNT
KLL	NN
IF	VB
B	IN
HWA	PRP
NGIEH	NNP
L	IN
ENIINI	NNT
XWQ	NN
yyDOT	yyDOT

yyQUOT	yyQUOT
BCLM	NNP
yyQUOT	yyQUOT
NWHG	VB
LHPIC	VB
AT	AT
DPI	NNT
H	H
MIDE	NN
FL	POS
HWA	PRP
BIN	IN
BELI	NNT
ENIIN	NN
FWNIM	JJ
yyCM	yyCM
XLQM	NN
BELI	NNT
MFRWT	NN
B	IN
MERKT	NNT
H	H
MFPJ	NN
yyDOT	yyDOT

B	IN
IMIM	NN
ALH	JJ
HTQBL	VB
B	IN
MFRDI	NNT
H	H
ARGWN	NN
MKTB	NN
M	IN
MFRD	NNT
H	H
MFPJIM	NN
yyCM	yyCM
EL	IN
NIIR	NN
RFMI	JJ
yyCM	yyCM
W	CC
ZH	MOD
LFWNW	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
H	H
NDWN	NN
H	H
XWBRT	NN
FL	POS
ATM	PRP
yyDOT	yyDOT

RCUB	NNP
MWXZR	NNP
ALI	IN
ATM	PRP
H	H
XWMR	NN
F	REL
NFLX	VB
AL	IN
ANI	PRP
yyDOT	yyDOT

KMWT	REL
HWA	REL
ATM	REL
FWLXIM	REL
AL	REL
ANI	REL
MDI	REL
PEM	REL
W	REL
HWA	REL
NZRQ	REL
IFR	REL
L	REL
H	REL
PX	REL
yyDOT	REL

ABQF	NNP
AT	IN
ATM	PRP
LFLWX	VB
AL	IN
ANI	PRP
XWMR	NN
ZH	JJ
yyDOT	yyDOT

MEN	NNP
EBWDTI	NN
MIWED	VB
L	IN
QBLT	NNT
XWMR	NNT
EBWDH	NN
BLBD	MOD
yyQUOT	yyQUOT
yyDOT	yyDOT

EL	IN
H	H
XTWM	JJ
NGH	NNP
ENTBI	NNP
yyCM	yyCM
H	REL
MMWNH	VB
EL	IN
NWSX	NNT
H	H
XWQ	NN
W	CC
RFWMWT	VB
yyDOT	yyDOT

W	REL
L	REL
MI	REL
F	REL
ISPR	REL
PEM	REL
AT	REL
SIPWRH	REL
FL	REL
FGRT	REL
H	REL
XIIM	REL
B	REL
H	REL
IMIM	REL
H	REL
MJWRPIM	REL
H	REL
ALH	REL
yyCM	REL
HNH	REL
HERT	REL
FWLIIM	REL
yyDOT	REL

EL	IN
XFBWNWT	NNP
H	H
MIM	NN
F	COM
EIRIIT	NNT
IRWFLIM	NNP
FLXH	VB
B	IN
IMIM	NN
ALH	JJ
L	IN
H	H
TWFBIM	NN
HWDPSH	NNP
HNXIH	NN
B	IN
ZW	PRP
H	H
LFWN	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
AM	IN
IF	VB
L	IN
ATH	PRP
MIKL	NNP
MIM	NN
EL	IN
GG	NNT
H	H
BIT	NN
yyCM	yyCM
ANA	NNP
DAG	VB
L	IN
NEILT	NNP
H	H
KNISH	NN
AL	IN
H	H
GG	NN
yyCM	yyCM
KDI	IN
LMNWE	VB
M	IN
ANFIM	NN
ZRIM	NN
LZHM	NNP
AW	NNP
LHREIL	NNP
AT	AT
MI	NNT
H	H
FTIIH	NN
yyQUOT	yyQUOT
yyDOT	yyDOT

H	H
STIW	NN
AT	AT
ANXNW	PRP
yyDOT	yyDOT

H	ZVL
ELIM	NNP
MZHIBIM	NNP
yyDOT	yyDOT

QCH	NNP
FL	POS
FNH	NN
NWSPT	JJ
NRAH	VB
BMEWRPL	NNP
B	IN
H	H
AWPQ	NNP
yyCM	yyCM
W	CC
EDIIN	RB
LA	MOD
ZKIT	NNP
B	NNP
MENQ	NNP
yyQUOT	yyQUOT
GAWNWT	NNP
yyQUOT	yyQUOT
FL	POS
QRN	NNT
MQARTWR	NNP
yyDOT	yyDOT

GM	MOD
ANI	PRP
LA	RB
yyDOT	yyDOT

PRSWM	NNT
RFIMT	NNT
H	H
ZWKIM	NN
HFNH	RB
yyCM	yyCM
KMW	IN
TMID	RB
yyCM	yyCM
DI	RB
B	IN
HWA	PRP
KDI	IN
LGRWM	VB
L	IN
SWPRIM	NN
yyCM	yyCM
L	IN
AMNIM	NN
yyCM	yyCM
L	IN
AQDMAIM	NN
W	CC
L	IN
PEILIM	NN
B	IN
MSGRWT	NN
FWNWT	JJ
B	IN
RXBI	NNT
ARCWT	NNT
H	H
BRIT	NN
KWLH	PRP
LCPWT	VB
L	IN
RFIMT	NNT
H	H
FNH	NN
H	H
BAH	JJ
yyCM	yyCM
KF	IN
B	IN
LBM	NN
MQNNT	NNP
H	H
TQWWH	NN
F	REL
AWLI	RB
GM	RB
HM	PRP
IIKLLW	VB
B	IN
HIA	PRP
yyDOT	yyDOT

AXRI	REL
K	REL
KLWT	REL
HKL	REL
yyCM	REL
63	REL
H	REL
ZWKIM	REL
AM	REL
LFPWJ	REL
EL	REL
PI	REL
H	REL
KTWB	REL
ELI	REL
HM	REL
B	REL
H	REL
EITWNWT	REL
AINM	REL
NRAIM	REL
MIWXDIM	REL
KL	REL
KK	REL
yyDOT	REL

ABL	CC
KMWBN	RB
yyCM	yyCM
LAXR	IN
BDIQH	NN
QPDNIT	NNP
yyCM	yyCM
MTBRR	VB
F	COM
ZH	MOD
BDIWQ	MOD
MH	QW
F	REL
HM	PRP
MIWXDIM	JJ
yyDOT	yyDOT

QXW	NNP
LMFL	RB
AT	IN
MRIH	NNP
WARALH	NNP
yyDOT	yyDOT

BTXILH	REL
HIA	REL
MCJIIRT	REL
KMW	REL
KL	REL
MARGNT	REL
QHILTIT	REL
AXRT	REL
yyDOT	REL

ABL	CC
B	IN
MBJ	NN
M	IN
QRWB	NN
MTBRR	VB
F	NNP
HIA	AGR
NMNTH	NNP
EM	IN
MQIMI	NNP
GNADAS	NNP
DL	JJ
WAIH	NNP
yyCM	yyCM
QWAWPRJIB	NNP
L	IN
GIDWL	NNT
KBFIM	NNP
W	CC
L	IN
ARIGH	NNP
B	IN
LWS	NNP
AWXWS	NNP
yyCM	yyCM
NIW	NNP
yyDASH	yyDASH
MQSIQW	NNP
yyDOT	yyDOT

HAM	HAM
ATM	PRP
IKWLIM	VB
LHTELWT	NNP
EL	IN
KK	PRP
yyQM	yyQM

W	CC
IFNM	VB
GM	MOD
H	H
ZWKIM	NN
H	H
MIWXDIM	JJ
B	IN
H	H
MWBN	NN
H	H
IWTR	RBR
FNWI	JJ
B	IN
MXLWQT	NN
FL	POS
H	H
MLH	NN
yyDOT	yyDOT

LMRWT	IN
F	COM
MENQI	NNP
QRN	NNT
MQARTWR	NNP
NWEDW	VB
LFXRR	VB
AT	AT
H	H
MWKFRIM	NN
M	IN
NJL	NNT
H	H
HFTKRWT	NN
L	IN
MXIITM	NNP
yyCM	yyCM
KMH	DT
MENQIM	NN
MGIEIM	VB
TMID	RB
L	IN
ANFIM	NN
F	COM
AINM	RB
BDIWQ	RB
NABQIM	VB
KDI	IN
LZKWT	VB
B	IN
HKRH	NN
W	CC
B	IN
XWPF	NNT
ICIRH	NN
yyLRB	yyLRB
H	H
DWGMH	NN
H	H
EIQRIT	JJ
FL	POS
H	H
FNH	NN
HIA	AGR
SWZN	NNP
ZWNJG	NNP
yyRRB	yyRRB
yyDOT	yyDOT

AM	REL
B	REL
KL	REL
ZAT	REL
ATM	REL
RWCIM	REL
SBSWD	REL
L	REL
MXFBWTIKM	REL
W	REL
L	REL
MEFIKM	REL
yyCM	REL
ELI	REL
ATM	REL
LHFIG	REL
AWT	REL
HWA	REL
B	REL
H	REL
DRK	REL
H	REL
MIWFNT	REL
yyCLN	REL
LPNWT	REL
L	REL
H	REL
QRN	REL
yyCM	REL
W	REL
LFKNE	REL
ANFIM	REL
BELI	REL
KSP	REL
F	REL
ATM	REL
ZKAIM	REL
L	REL
XLQ	REL
MMN	REL
HWA	REL
yyDOT	REL

LHLN	REL
KMH	REL
ECWT	REL
yyDOT	REL

ECH	REL
MSPR	REL
1	REL
yyCLN	REL
HCJRPW	REL
L	REL
GWPIM	REL
yyDOT	REL

KMEJ	REL
AP	REL
AXD	REL
M	REL
FBEH	REL
MILIARDI	REL
H	REL
DWLRIM	REL
F	REL
QRNWT	REL
AMRIQAIWT	REL
MXLQWT	REL
MDI	REL
FNH	REL
AINW	REL
MIWED	REL
L	REL
IXIDIM	REL
yyDOT	REL

ZW	REL
AXT	REL
H	REL
SIBWT	REL
L	REL
KK	REL
F	REL
MENQI	REL
MQARTWR	REL
MBWQFIM	REL
KL	REL
KK	REL
yyDOT	REL

B	REL
DRK	REL
KLL	REL
MWPNH	REL
H	REL
KSP	REL
L	REL
QWLGIM	REL
yyCM	REL
L	REL
MKWNI	REL
MXQR	REL
yyCM	REL
yyLRB	REL
KWLL	REL
CWWTWT	REL
XFIBH	REL
yyRRB	REL
yyCM	REL
L	REL
QBWCWT	REL
L	REL
FIRWT	REL
QHILTI	REL
yyCM	REL
L	REL
MWZIAWNIM	REL
yyCM	REL
L	REL
SPRIWT	REL
W	REL
L	REL
ARGWNIM	REL
AXRIM	REL
FLA	REL
L	REL
MJRWT	REL
RWWX	REL
yyDOT	REL

MFWM	IN
KK	PRP
yyCM	yyCM
RAFIT	NNT
KL	DT
ELI	IN
ATH	PRP
LXFWB	VB
EL	IN
QBLT	NNT
TPQID	NN
XFWB	JJ
B	IN
AXD	CD
M	IN
MAWT	CDT
H	H
GWPIM	NN
HLLW	JJ
yyDOT	yyDOT

AZ	REL
TWKL	REL
LTWR	REL
AXR	REL
KSP	REL
B	REL
AWRX	REL
ECMAI	REL
PXWT	REL
AW	REL
IWTR	REL
yyCM	REL
APILW	REL
LIISD	REL
BMFK	REL
H	REL
ZMN	REL
MKWN	REL
M	REL
FL	REL
ATH	REL
BMSGRT	REL
H	REL
MKWN	REL
NWTN	REL
H	REL
XSWT	REL
yyCM	REL
LMRWT	REL
F	REL
NWTN	REL
H	REL
XSWT	REL
FL	REL
ATH	REL
IRCH	REL
AXWZ	REL
FMN	REL
M	REL
H	REL
MENQ	REL
KDI	REL
LKSWT	REL
yyQUOT	REL
HWCAWT	REL
QBWEWT	REL
yyQUOT	REL
yyDOT	REL

AM	IN
ATH	PRP
MEDIP	VB
LPEWL	VB
BLI	IN
AIF	NNT
BINIIM	NN
yyCM	yyCM
ATH	PRP
IKWL	VB
LHQIM	VB
ARGWN	NN
M	IN
FL	POS
ATH	PRP
FLA	RB
L	IN
MJRWT	NNT
RWWX	NN
yyDOT	yyDOT

KK	PRP
NHG	VB
AIL	NNP
H	H
HWN	NN
BEL	NNT
H	H
MWDEWT	NN
H	H
XBRTIT	JJ
JD	NNP
JRNR	NNP
yyCM	yyCM
KAFR	IN
MIMN	NNP
AT	AT
yyQUOT	yyQUOT
H	H
HTAXDWT	NN
L	IN
EWLM	NN
JWB	JJ
IWTR	RBR
yyQUOT	yyQUOT
yyCM	yyCM
H	REL
MBQFT	VB
MENQIM	NN
M	IN
QRNWT	NN
KDI	IN
LHPIQ	VB
SRJI	NNT
JLWWIZIH	NN
DWQWMNJRIIM	NNP
yyDOT	yyDOT

LPEMIM	RB
yyCM	yyCM
AXRI	IN
F	COM
QIBL	VB
MIMWN	NN
PJWR	VB
M	IN
MS	NN
BAMCEWT	IN
H	H
HTAXDWT	NN
FL	POS
HWA	PRP
FLA	RB
L	IN
MJRWT	NNT
RWWX	NN
MQRIN	VB
JRNR	NNP
AT	AT
H	H
SRJIM	NN
H	H
DWQWMNJRIIM	NNP
B	IN
RFT	NNT
H	H
JLWWIZIH	NN
FL	POS
HWA	PRP
H	REL
QIIMT	VB
BHXLJ	RB
KDI	IN
LFAT	VB
RWWXIM	NN
W	CC
B	IN
RFTWT	NN
AXRWT	JJ
KMW	IN
HIA	PRP
yyDOT	yyDOT

ABL	CC
AL	IN
TJRXW	NNP
LDWWX	VB
L	IN
H	H
FLJWNWT	NN
H	H
MQWMIIM	JJ
yyDOT	yyDOT

H	H
GBWL	NN
BIN	IN
yyQUOT	yyQUOT
F	NN
LA	MOD
L	IN
MJRWT	NNT
RWWX	NN
yyQUOT	yyQUOT
W	CC
BIN	MOD
yyQUOT	yyQUOT
L	IN
MJRWT	NNT
RWWX	NN
yyQUOT	yyQUOT
MJWFJF	NNP
MAWD	RB
yyCM	yyCM
W	CC
B	IN
DRK	NNT
KLL	NNT
HKL	NN
XWQI	JJ
LMHDRIN	MOD
yyDOT	yyDOT

H	H
DWGMH	NN
H	H
IDWEH	JJ
BIWTR	MOD
L	IN
FMCH	NNP
M	IN
H	H
TQWPH	NN
H	H
AXRWNH	JJ
HIA	AGR
H	H
FIMWF	NN
B	IN
KSPI	NNT
QRN	NNT
GANJ	NNP
L	IN
RKIFT	NNT
ALPI	CDT
EWTQIM	NN
FL	POS
H	H
AWJWBIWGRPIH	NN
FL	POS
IWUR	NNT
GANJ	NNP
LFEBR	MOD
yyCM	yyCM
ALAN	NNP
NWIHARJ	NNP
yyDOT	yyDOT

H	H
DBR	NN
SIIE	VB
LHKNIS	VB
AT	AT
H	H
SPR	NN
L	IN
RFIMT	NNT
RBI	NN
yyDASH	yyDASH
H	H
MKR	NN
FL	POS
yyQUOT	yyQUOT
NIW	NNP
IWRQ	NNP
JIIMS	NNP
yyQUOT	yyQUOT
yyCM	yyCM
MEMD	NN
F	REL
B	IN
DRK	NNT
KLL	NNT
GWRR	NNP
BEQBWT	IN
HWA	PRP
MKIRT	NNT
EFRWT	CDT
ALPI	CDT
EWTQIM	NN
NWSPIM	JJ
yyDOT	yyDOT

ECH	NNP
MSPR	NNT
2	CD
yyDOT	yyDOT

LK	VB
LHIWT	VB
ZMR	NNT
AWPRH	NN
AW	CC
BIWLWG	NNP
MWLQWLRI	NNP
yyDOT	yyDOT

B	IN
H	H
SPR	NN
yyQUOT	yyQUOT
CDQH	NN
MTXILH	JJ
M	IN
BIT	NN
yyQUOT	yyQUOT
HTLWNNH	VB
TRZH	NNP
AWDNDL	NNP
EL	IN
MXZWRIWT	NNP
H	NNP
PILNJRWPIH	NNP
yyDOT	yyDOT

XLQ	NN
NKBD	JJ
M	IN
TRWMWTIHN	NNP
FL	IN
QRNWT	NN
yyLRB	yyLRB
W	CC
FL	IN
XBRWT	NN
W	CC
ANFIM	NN
EFIRIM	NN
yyRRB	yyRRB
MGIE	VB
LBSWP	RB
L	IN
NQWDT	NNT
H	H
HTXLH	NN
FL	POS
HN	PRP
yyCLN	yyCLN
L	IN
H	H
DRGIM	NN
H	H
ELIWNIM	NNP
FL	POS
H	H
XBRH	NN
yyCM	yyCM
L	IN
MWZIAWNIM	NN
yyCM	yyCM
L	IN
AWLMWT	NNT
QWNCRJIM	NN
W	CC
L	IN
TIAJRAWT	NNP
QHILTIIM	JJ
yyCM	yyCM
F	REL
SWG	NNT
H	H
ANFIM	NN
H	REL
IKWL	VB
LHRFWT	VB
L	IN
ECMW	PRP
LTRWM	VB
TRWMWT	NN
CDQH	NN
HWA	PRP
H	REL
MNHL	VB
AWT	AT
HM	PRP
W	CC
PWQD	VB
AWT	AT
HM	PRP
yyDOT	yyDOT

51	CD
O	NN
M	IN
KSPI	NNT
H	H
QRNWT	NN
MWPNIM	VB
L	IN
PEILWIWT	NN
TRBWTIWT	JJ
yyDOT	yyDOT

L	REL
DET	REL
ANFIM	REL
H	REL
EFWIIM	REL
LXFWB	REL
EL	REL
QDIMWIWT	REL
XBRTIWT	REL
NACLWT	REL
IWTR	REL
MAFR	REL
HQMT	REL
SBIBH	REL
TWMKT	REL
L	REL
AWPRH	REL
yyCM	REL
ZH	REL
FIEWR	REL
GBWH	REL
MAWD	REL
yyDOT	REL

L	REL
MRBH	REL
H	REL
MZL	REL
yyCM	REL
K	REL
FLIF	REL
M	REL
H	REL
KSP	REL
MWEBR	REL
L	REL
PRWIQJIM	REL
F	REL
H	REL
TWELT	REL
B	REL
HM	REL
QWNQRJIT	REL
IWTR	REL
yyCM	REL
KGWN	REL
FIRWTI	REL
BRIAWT	REL
AW	REL
MXQRIM	REL
B	REL
TXWMI	REL
H	REL
RPWAH	REL
AW	REL
MDEI	REL
H	REL
JBE	REL
yyDOT	REL

QCT	REL
IWTR	REL
M	REL
FLIF	REL
MWFQE	REL
B	REL
FJX	REL
H	REL
HPQR	REL
H	REL
GDWL	REL
F	REL
B	REL
HWA	REL
MTXRIM	REL
EL	REL
TFWMT	REL
H	REL
LB	REL
REIWNWT	REL
W	REL
TWKNIWT	REL
B	REL
MDEI	REL
H	REL
XBRH	REL
W	REL
B	REL
TXWM	REL
H	REL
MDINIWT	REL
H	REL
CIBWRIT	REL
yyDOT	REL

B	IN
TWKKI	NNT
AZWR	NN
ZH	JJ
yyCM	yyCM
F	REL
BIRTW	NNP
HIA	AGR
WAFINGJWN	NNP
yyCM	yyCM
H	H
ECWT	NNP
H	H
BAWT	JJ
HN	AGR
H	H
IFIMWT	NNP
BIWTR	MOD
yyDOT	yyDOT

ECH	NNP
MSPR	NNT
3	CD
yyDOT	yyDOT

HIIH	NNP
MWDE	VB
L	IN
H	H
HFLKWT	NNP
H	NNP
MRWBWT	NNP
FL	POS
EBWDTK	NNP
yyDOT	yyDOT

yyQUOT	yyQUOT
ATH	PRP
MTBWNN	NN
B	IN
NWFA	NN
F	REL
IHIH	AUX
BEL	NNT
ERK	NN
LGIJIMI	JJ
L	IN
MXQR	NN
yyCM	yyCM
W	CC
B	IN
HWA	PRP
B	IN
H	H
ZMN	NN
IKBWF	NNP
AT	AT
DMIWNW	NNP
FL	IN
PQID	NNT
H	H
TWKNIT	NN
yyQUOT	yyQUOT
yyCM	yyCM
AWMR	VB
WWRN	NNP
MILR	NNP
yyCM	yyCM
AIF	NNT
MDEI	NNT
H	H
MDINH	NN
B	IN
AWNIBRSIJT	NNT
ARIZWNH	NNP
yyDOT	yyDOT

BMFK	REL
EFRWT	REL
FNIM	REL
FIMF	REL
MILR	REL
MGIIS	REL
MENQIM	REL
MRKZI	REL
L	REL
PRWIQJ	REL
XQR	REL
H	REL
BXIRWT	REL
H	REL
ARCIWT	REL
yyCM	REL
MXQR	REL
EL	REL
HTNHGWT	REL
MCBIEIM	REL
F	REL
BEQBWT	REL
HWA	REL
NKTB	REL
B	REL
1960	REL
H	REL
XIBWR	REL
H	REL
QLASI	REL
yyQUOT	REL
H	REL
MCBIE	REL
H	REL
AMRIQAI	REL
yyQUOT	REL
yyDOT	REL

MAZ	RB
HMFIK	VB
B	IN
H	H
MXQR	NN
W	CC
HGDIL	VB
AT	AT
MAGR	NNT
H	H
NTWNIM	NN
FL	POS
HWA	PRP
yyDOT	yyDOT

ECH	NNP
MSPR	NNT
4	CD
yyDOT	yyDOT

TBJIX	VB
LHCIL	VB
AT	AT
H	H
EWLM	NN
yyDOT	yyDOT

EL	IN
PI	NNT
KL	DT
H	H
DIWWXIM	NN
XLH	VB
B	IN
H	H
EFWRIM	NN
H	H
AXRWNIM	JJ
IRIDH	NN
TLWLH	NNP
B	IN
H	H
TMIKH	NN
B	IN
EBWDWT	NNT
MXQR	NN
B	IN
MDEI	NNT
H	H
XBRH	NN
F	REL
AIN	VB
L	IN
HN	PRP
IIFWM	NNT
MEFI	NNT
MIDI	NNP
yyDOT	yyDOT

MILR	NNP
ZWKR	VB
F	COM
B	IN
FNWT	NNT
H	H
05	CD
W	CC
H	H
06	JJ
HWA	PRP
IKWL	VB
HIH	AUX
LHSTMK	VB
EL	IN
SIWE	NN
M	IN
QRNWT	NNT
PWRD	NNP
W	CC
RWQPLR	NNP
yyDOT	yyDOT

NISIWNW	NN
H	H
AXRWN	JJ
FL	POS
MILR	NNP
LHFIG	VB
KSPIM	NN
M	IN
QRN	NNT
PWRD	NNP
HIH	VB
B	IN
TXILT	NNT
FNWT	NNT
H	H
07	CD
yyDOT	yyDOT

AZ	RB
HWA	PRP
GILH	VB
ENIIN	NN
B	IN
H	H
GWRMIM	NN
H	H
MFPIEIM	NNP
EL	IN
FIEWR	NN
H	REL
MCBIEIM	VB
yyCM	yyCM
W	CC
PQID	NNT
H	H
TWKNIT	NN
GILH	VB
ENIIN	NN
B	IN
FIEWR	NN
H	REL
MCBIEIM	VB
H	COM
NMWK	JJ
BQRB	IN
BNI	NNT
MIEWJIM	NN
yyDOT	yyDOT

NRAH	VB
HIH	VB
F	COM
ZH	MOD
ZIWWG	NNP
JWB	JJ
yyDOT	yyDOT

MILR	NNP
HDGIF	VB
F	COM
IED	NN
H	REL
MXQR	NN
IHIH	AUX
AITWR	NNP
MXSWMIM	NN
H	REL
MWNEIM	VB
M	IN
BNI	NNT
MIEWJIM	NN
LHCBIE	VB
yyCM	yyCM
DBR	NN
F	REL
L	IN
DETW	NN
EFWI	JJ
HIH	AUX
LHIWT	VB
CED	NN
RAFWN	JJ
LQRAT	IN
HELAT	NNT
FIEWR	NNT
H	H
HCBEH	NN
yyDOT	yyDOT

AK	CC
ZH	PRP
LA	RB
HIH	AUX
MSPIQ	MOD
JWB	JJ
L	IN
H	H
QRN	NN
yyDOT	yyDOT

QRN	NNT
PWRD	NNP
RCTH	VB
LHIWT	VB
BJWXH	JJ
F	REL
H	H
MXQR	NN
IGDIR	NNP
BMPWRF	RB
AT	IN
H	H
DRKIM	NN
L	IN
HELAT	NNT
FIEWR	NN
H	REL
MCBIEIM	VB
BQRB	IN
MIEWJIM	NN
yyDOT	yyDOT

MILR	NNP
LA	RB
IKWL	VB
HIH	AUX
LHBJIX	VB
ZAT	JJ
B	IN
MCPWN	NNP
NQI	JJ
yyDOT	yyDOT

MAZ	IN
7791	CD
MWMN	NNP
PRWIQJ	NNT
XQR	NN
H	H
BXIRWT	NN
H	H
ARCIWT	JJ
EL	IN
yyDASH	yyDASH
IDI	NNT
QRN	NNT
H	H
MDE	NNT
H	H
ARCIT	NN
yyCM	yyCM
H	H
TWMKT	JJ
H	H
GDWLH	JJ
BIWTR	MOD
B	IN
MDEI	NNT
XBRH	NN
BSISIIM	JJ
yyDOT	yyDOT

ECH	NNP
MSPR	NNT
5	CD
yyDOT	yyDOT

HIIH	NNP
QJLIZJWR	NNP
L	IN
FINWI	NN
yyDOT	yyDOT

IF	REL
ANFIM	REL
H	REL
MTQFIM	REL
LHBJIX	REL
B	REL
PRCWP	REL
PWQR	REL
F	REL
HM	REL
ICIEW	REL
PTRWN	REL
L	REL
BEIH	REL
XBRTIT	REL
MRKZIT	REL
yyDOT	REL

L	REL
ANFIM	REL
ALH	REL
MWMLC	REL
LIHPK	REL
L	REL
QJLIZJWRIM	REL
yyCLN	REL
LQBC	REL
IXD	REL
ANFIM	REL
RBIM	REL
H	REL
IKWLIM	REL
LHBJIX	REL
PTRWNWT	REL
AW	REL
F	REL
LPXWT	REL
IKWLIM	REL
HIW	REL
yyCM	REL
AILW	REL
SGRW	REL
AWT	REL
HM	REL
B	REL
MRKZ	REL
WEIDWT	REL
BMFK	REL
IMIM	REL
yyCM	REL
LHCIE	REL
PTRWN	REL
yyDOT	REL

H	REL
QRNWT	REL
AWHBWT	REL
IWTR	REL
W	REL
IWTR	REL
SIMNIM	REL
MWXFIIM	REL
K	REL
H	REL
ALH	REL
L	REL
H	REL
HFPEH	REL
F	REL
IF	REL
L	REL
KNSIM	REL
W	REL
L	REL
HTWWEDWIWT	REL
yyDOT	REL

BEIQR	REL
HN	REL
AWHBWT	REL
LASWP	REL
ANFIM	REL
F	REL
AILWLA	REL
KN	REL
APFR	REL
F	REL
LA	REL
HIW	REL
NPGFIM	REL
LEWLM	REL
yyCLN	REL
AQDMAIM	REL
W	REL
PWLIJIQAIM	REL
yyCM	REL
BIWRWQRJIM	REL
W	REL
NBXRI	REL
CIBWR	REL
yyCM	REL
PNAJIM	REL
FL	REL
H	REL
FMAL	REL
W	REL
PNAJIM	REL
FL	REL
H	REL
IMIN	REL
yyDOT	REL

W	CC
ZKRW	NN
yyCLN	yyCLN
APFR	VB
F	COM
PQID	NNT
H	H
TWKNIT	NN
FL	POS
H	H
QRN	NN
ICJRP	VB
GM	MOD
HWA	PRP
L	IN
H	H
MSE	NN
yySCLN	CC
HQPIDW	NNP
AIPWA	RB
B	IN
BXIRT	NNT
H	H
ATR	NN
yyDOT	yyDOT

AWMRIM	VB
F	COM
MRKZ	NNT
H	H
WWEIDWT	NNP
W	CC
H	H
LIMWDIM	NN
FL	POS
QRN	NNT
RWQPLR	NNP
B	IN
BLAGIW	NNP
F	REL
B	IN
AIJLIH	NNP
HWA	AGR
MQWM	NN
JWB	JJ
L	IN
XIFWL	NNP
QWNSNZWS	NNP
EL	IN
BEIWT	NNT
DXWPWT	NNP
FL	POS
H	H
EWLM	NN
yyDOT	yyDOT

GM	REL
AM	REL
LA	REL
IIWWCR	REL
QWNSNSWS	REL
XDF	REL
M	REL
ALKIMIH	REL
ZW	REL
yyCM	REL
QRWB	REL
L	REL
WWDAI	REL
F	REL
IICA	REL
KRK	REL
FL	REL
NIIRWT	REL
yyDOT	REL

BQRB	REL
AQDMAIM	REL
F	REL
AINM	REL
MWZMNIM	REL
L	REL
WWEIDWT	REL
ALH	REL
FWRRT	REL
CINIWT	REL
RBH	REL
BAFR	REL
L	REL
MJR	REL
KRKI	REL
H	REL
MAMRIM	REL
W	REL
H	REL
NIIRWT	REL
H	REL
MWNPQIM	REL
B	REL
XSWT	REL
QRNWT	REL
yyDOT	REL

AIN	REL
ZH	REL
SBIR	REL
F	REL
EL	REL
FWLXNWT	REL
EITWNAIM	REL
W	REL
MECBI	REL
MDINIWT	REL
RWBCIM	REL
KL	REL
KRKI	REL
yyQUOT	REL
AMRIQN	REL
AQWNWMIQ	REL
RIWWIW	REL
yyQUOT	REL
FL	REL
FLWF	REL
H	REL
FNIM	REL
H	REL
AXRWNWT	REL
yyCM	REL
AK	REL
BHXLJ	REL
HGIWNI	REL
F	REL
IF	REL
L	REL
HM	REL
KMH	REL
KRKIM	REL
H	REL
MSPQIM	REL
MIDE	REL
B	REL
NWFA	REL
NTWN	REL
B	REL
MINWNIM	REL
QJNIM	REL
W	REL
XZQIM	REL
yyDOT	REL

ECH	NNP
MSPR	NNT
6	CD
yyDOT	yyDOT

ERWK	REL
BDIQH	REL
MXWDFT	REL
yyCM	REL
NWQBT	REL
W	REL
QJLNIT	REL
yyCM	REL
L	REL
DWGMWT	REL
LIBRLIWT	REL
EIIPWT	REL
yyDOT	REL

ZH	PRP
K	MOD
02	CD
FNH	NN
MTAMCT	NNP
XBWRT	NNT
FMRNIM	NN
yyCM	yyCM
BINI	IN
HM	PRP
AIRWWING	NNP
QRISJWL	NNP
yyCM	yyCM
LHFIG	VB
SWBSIDIH	NN
PILNJRWPIT	NNP
L	IN
